ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
9566,Punjab,Chandigarh,Sector 22,Penthouse,3,1271,66.74,5251.07,2018,Fully Furnished,26,34,6,8,1,7,0,Security Guard,Playground,South-West,Builder,Under Construction
9567,Maharashtra,Nagpur,Manish Nagar,Studio,1,415,19.23,4634.1,1993,Fully Furnished,27,39,31,9,4,5,0,Security Guard,"Gym, Library, Garden, Playground, Swimming Pool, Clubhouse",East,Agent,Under Construction
9568,Maharashtra,Nagpur,Dharampeth,Apartment,2,626,23.88,3814.24,2008,Fully Furnished,,22,16,8,0,5,3,Security Guard,Playground,North-East,Individual,Available
9569,Delhi,Delhi,Vasant Kunj,Apartment,1,348,31.13,8945.77,1999,Fully Furnished,13,23,25,5,0,9,3,CCTV,"Garden, Gym, Library, Clubhouse, Playground, Swimming Pool",South,Agent,Available
9570,Karnataka,Bangalore,Indiranagar,House,2,1084,92.96,8576.05,2001,Semi Furnished,6,7,23,5,2,6,1,CCTV,"Library, Gym, Garden, Clubhouse, Playground, Swimming Pool",South-West,Builder,Under Construction
9571,Rajasthan,Jaipur,Jagatpura,House,1,539,20.87,3872.38,2011,Unfurnished,6,22,13,8,6,6,3,Security Guard,"Gym, Garden, Swimming Pool, Clubhouse, Library, Playground",North-East,Individual,Sold
9572,Rajasthan,Jaipur,Mansarovar,Apartment,3,1424,52.23,3667.64,2016,Semi Furnished,5,20,8,6,2,3,3,Security Guard,Clubhouse,North,Individual,Available
9573,West Bengal,Kolkata,New Town,House,1,300,10.0,3165.51,2006,Semi Furnished,2,20,18,5,6,3,2,None,"Playground, Gym",South,Individual,Under Construction
9574,Karnataka,Mysore,Nazarbad,Villa,3,1450,56.84,3920.31,1995,Semi Furnished,15,20,29,8,4,9,3,Gated Community,"Clubhouse, Playground, Swimming Pool, Library, Garden",North-East,Builder,Available
9575,Maharashtra,Mumbai,Powai,Apartment,4,1521,238.52,15681.68,2003,Semi Furnished,25,42,21,6,4,9,2,Security Guard,"Garden, Gym",South,Agent,Available
9576,Telangana,Hyderabad,Gachibowli,Apartment,3,1435,109.8,7651.77,2022,Unfurnished,3,15,2,7,5,5,2,None,Garden,South-East,Individual,Under Construction
9577,Madhya Pradesh,Bhopal,MP Nagar,Studio,4,1653,66.47,4021.13,2017,Semi Furnished,28,29,7,9,2,6,0,None,"Garden, Gym",East,Individual,Under Construction
9578,Maharashtra,Mumbai,Juhu,Villa,2,894,111.85,12511.47,1996,Semi Furnished,9,9,28,,5,7,3,CCTV,"Garden, Gym, Clubhouse, Library, Swimming Pool, Playground",South-East,Builder,Available
9579,Maharashtra,Nagpur,Hingna,Apartment,3,1304,49.06,3762.55,2000,Unfurnished,8,17,24,7,6,9,3,CCTV,"Playground, Garden, Swimming Pool, Library",North-East,Individual,Under Construction
9580,Punjab,Chandigarh,Panchkula,House,2,814,36.74,4513.73,2022,Semi Furnished,25,43,2,9,7,7,0,CCTV,"Swimming Pool, Playground, Garden, Library, Gym",East,Individual,Sold
9581,Tamil Nadu,Chennai,Porur,House,3,1287,63.77,4954.58,1992,Fully Furnished,12,19,32,0,2,5,2,Security Guard,"Playground, Gym",North-East,Builder,Available
9582,Uttar Pradesh,Noida,Sector 137,Studio,3,1047,59.69,5701.03,2011,Fully Furnished,10,19,13,6,2,8,2,CCTV,"Playground, Garden, Clubhouse, Gym",West,Builder,Under Construction
9583,Gujarat,Ahmedabad,Prahlad Nagar,Apartment,1,380,18.5,4869.18,2002,Unfurnished,20,23,22,1,4,9,1,Gated Community,"Clubhouse, Playground, Swimming Pool",West,Builder,Available
9584,Punjab,Chandigarh,Sector 22,Penthouse,2,917,35.98,3923.28,2018,Semi Furnished,17,20,6,2,7,3,1,Security Guard,Playground,South,Individual,Available
9585,Telangana,Hyderabad,Madhapur,Apartment,3,1216,94.69,7786.77,1995,Unfurnished,7,21,29,7,2,3,2,CCTV,"Playground, Gym",East,Builder,Available
9586,Tamil Nadu,Chennai,OMR,Villa,3,1147,73.71,6426.3,2017,Fully Furnished,26,37,7,2,7,5,2,None,"Garden, Gym, Library, Playground, Clubhouse",North-East,Builder,Under Construction
9587,Telangana,Hyderabad,Kukatpally,Villa,3,1235,81.38,6589.64,2004,Unfurnished,11,29,20,9,1,2,2,Gated Community,None,South-East,Individual,Available
9588,Punjab,Chandigarh,Sector 34,Apartment,2,595,29.51,4960.45,2013,Unfurnished,26,28,11,6,5,8,3,CCTV,"Swimming Pool, Library, Playground, Clubhouse, Garden",North,Builder,Under Construction
9589,Maharashtra,Mumbai,Juhu,Apartment,2,956,145.77,15247.82,2015,Fully Furnished,9,13,9,5,4,5,0,Gated Community,"Swimming Pool, Clubhouse, Garden, Playground",South-East,Agent,Available
9590,Maharashtra,Pune,Kothrud,Studio,1,300,17.92,5972.38,1990,Semi Furnished,15,26,34,2,2,5,3,Gated Community,None,South-West,Builder,Under Construction
9591,Uttar Pradesh,Lucknow,Aliganj,Villa,5,1996,85.94,4305.38,2015,Semi Furnished,17,17,9,2,4,6,0,Security Guard,"Clubhouse, Garden",North-West,Individual,Under Construction
9592,Uttar Pradesh,Noida,Sector 137,Apartment,4,1714,97.26,5674.69,2020,Semi Furnished,2,5,4,8,1,8,2,CCTV,"Playground, Library, Clubhouse",South,Individual,Under Construction
9593,Delhi,Delhi,Rohini,Apartment,1,412,36.33,8816.94,2012,,26,30,12,4,6,8,0,None,"Swimming Pool, Library, Gym, Clubhouse, Playground",South,Individual,Available
9594,Gujarat,Ahmedabad,Motera,Apartment,2,729,20.29,2783.76,2021,Semi Furnished,21,22,3,6,7,8,0,CCTV,"Gym, Playground",West,Agent,Sold
9595,Punjab,Chandigarh,Panchkula,Apartment,3,1364,86.52,6342.8,1990,Fully Furnished,6,8,34,1,0,1,3,CCTV,"Gym, Garden, Playground, Library",North-East,Builder,Sold
9596,Uttar Pradesh,Lucknow,Gomti Nagar,Studio,2,696,26.84,3856.7,2007,Unfurnished,26,40,17,9,2,1,0,None,None,South,Individual,Available
9597,Maharashtra,Mumbai,Powai,House,4,1852,345.92,18677.99,2006,Semi Furnished,17,18,18,6,1,1,3,Gated Community,Swimming Pool,North,Individual,Available
9598,West Bengal,Kolkata,New Town,Penthouse,3,1168,67.18,5751.49,2017,Unfurnished,8,12,7,7,3,8,2,Security Guard,"Gym, Garden, Clubhouse, Swimming Pool",,Individual,Available
9599,Maharashtra,Nagpur,Hingna,Apartment,2,763,30.48,3994.86,1990,Fully Furnished,21,37,34,3,6,4,1,None,"Garden, Library",South,Agent,Available
9600,Madhya Pradesh,Indore,AB Road,Villa,1,509,19.35,3802.15,1994,Unfurnished,14,27,30,0,6,3,0,Gated Community,"Clubhouse, Playground, Garden",North-East,Agent,Under Construction
9601,Maharashtra,Pune,Wakad,Apartment,3,1153,85.64,7427.43,1994,Fully Furnished,10,20,30,9,4,2,2,Gated Community,"Playground, Library, Swimming Pool, Clubhouse",West,Individual,Available
9602,Haryana,Gurgaon,Golf Course Road,House,2,814,68.39,8402.33,1991,Unfurnished,23,30,33,3,7,9,1,Gated Community,"Playground, Garden",South,Individual,Available
9603,Uttar Pradesh,Noida,Greater Noida West,Apartment,3,1285,66.89,5205.78,2000,Fully Furnished,18,29,24,4,0,4,2,CCTV,"Swimming Pool, Clubhouse, Playground, Garden, Gym, Library",North-East,Agent,Sold
9604,Punjab,Chandigarh,Sector 22,Apartment,2,616,31.73,5150.97,2019,Unfurnished,6,23,5,4,3,8,3,Gated Community,"Clubhouse, Gym, Playground, Library, Garden, Swimming Pool",South-West,Agent,Under Construction
9605,Tamil Nadu,Chennai,Porur,Villa,2,891,64.83,7276.46,2021,Unfurnished,19,22,3,1,2,1,3,CCTV,"Clubhouse, Garden, Playground, Gym, Swimming Pool, Library",North,Individual,Sold
9606,Maharashtra,Mumbai,Dadar,Apartment,3,945,173.07,18314.62,1997,Fully Furnished,6,13,27,7,3,1,3,Security Guard,"Playground, Library, Swimming Pool, Gym, Clubhouse, Garden",West,Individual,Under Construction
9607,Delhi,Delhi,Rohini,Villa,2,798,73.82,9250.34,1991,Semi Furnished,28,28,33,1,2,6,2,Gated Community,"Library, Clubhouse, Gym",South,Builder,Available
9608,Rajasthan,Jaipur,Jagatpura,Villa,2,746,13.19,1768.67,2014,Fully Furnished,14,18,10,,1,9,0,CCTV,"Library, Swimming Pool, Clubhouse",South-East,Agent,Sold
9609,Uttar Pradesh,Lucknow,Aliganj,House,2,603,14.95,2479.13,2008,Fully Furnished,3,10,16,4,1,1,2,CCTV,"Library, Swimming Pool, Clubhouse",South-West,Individual,Under Construction
9610,Maharashtra,Nagpur,Dharampeth,Penthouse,3,1453,62.56,4305.48,1996,Unfurnished,13,20,28,6,5,5,3,Security Guard,"Library, Garden, Gym, Swimming Pool, Clubhouse, Playground",South,Agent,Available
9611,West Bengal,Kolkata,New Town,Apartment,3,1225,79.52,6491.12,2003,Fully Furnished,16,25,21,7,0,9,0,Security Guard,"Playground, Library",North-West,Agent,Available
9612,Maharashtra,Nagpur,Dharampeth,Apartment,2,702,24.34,3467.18,1993,Semi Furnished,18,27,31,3,7,8,1,CCTV,Playground,North-East,Builder,Under Construction
9613,Tamil Nadu,Chennai,Anna Nagar,House,3,1221,76.54,6268.62,2022,Semi Furnished,17,23,2,0,5,8,1,Gated Community,"Library, Clubhouse, Garden",North,Individual,Available
9614,Punjab,Chandigarh,Sector 22,Villa,2,1173,55.91,4766.48,2019,Unfurnished,24,40,5,4,3,9,0,CCTV,"Swimming Pool, Garden, Playground, Clubhouse",South-East,Individual,Available
9615,West Bengal,Kolkata,Behala,Apartment,2,650,25.72,3957.51,2009,Fully Furnished,25,31,15,2,4,7,1,Gated Community,Playground,North,Builder,Under Construction
9616,Punjab,Chandigarh,Panchkula,House,3,1298,66.12,5093.75,2003,,26,30,21,0,5,9,0,Security Guard,"Playground, Clubhouse",North,Builder,Available
9617,Rajasthan,Jaipur,Vaishali Nagar,Apartment,3,1062,46.54,4382.04,2016,Fully Furnished,5,6,8,6,1,8,3,Security Guard,"Swimming Pool, Playground, Garden, Clubhouse, Library, Gym",South-West,Builder,Available
9618,Karnataka,Mysore,Kuvempunagar,Apartment,2,872,47.96,5500.57,2002,Semi Furnished,4,19,22,8,7,6,0,CCTV,"Gym, Playground, Library, Clubhouse, Swimming Pool, Garden",North-West,Agent,Under Construction
9619,Karnataka,Bangalore,Koramangala,Apartment,2,701,51.18,7301.3,1996,Semi Furnished,9,12,28,8,1,5,1,CCTV,"Garden, Gym, Playground, Swimming Pool, Clubhouse",North,Individual,Under Construction
9620,Rajasthan,Jaipur,Jagatpura,Apartment,1,375,13.95,3719.68,2007,Fully Furnished,21,40,17,3,6,3,3,CCTV,"Library, Clubhouse, Playground, Gym, Garden",West,Builder,Under Construction
9621,Telangana,Hyderabad,Madhapur,Apartment,4,1623,140.14,8634.66,1998,Semi Furnished,3,7,26,7,2,3,1,Security Guard,"Playground, Gym, Library, Swimming Pool",North,Builder,Under Construction
9622,Madhya Pradesh,Bhopal,Misrod,Apartment,1,598,19.76,3304.09,2012,Semi Furnished,11,23,12,0,5,7,2,None,"Gym, Garden, Swimming Pool, Library, Playground",North-West,Individual,Under Construction
9623,Maharashtra,Pune,Hinjewadi,Apartment,1,300,20.07,6688.46,2020,Unfurnished,14,32,4,3,6,1,0,Security Guard,"Gym, Clubhouse, Playground, Swimming Pool",North-West,Agent,Available
9624,Karnataka,Mysore,Saraswathipuram,Apartment,2,1054,49.34,4681.35,1991,Semi Furnished,15,21,33,3,0,6,1,CCTV,Garden,North-West,Agent,Available
9625,Kerala,Kochi,Aluva,Apartment,2,512,25.84,5047.37,1994,Semi Furnished,25,43,30,1,0,5,1,Gated Community,"Clubhouse, Swimming Pool",South-West,Individual,Available
9626,Haryana,Gurgaon,Golf Course Road,Villa,3,1249,121.81,9752.37,2012,Unfurnished,11,14,12,7,7,1,1,Gated Community,"Playground, Gym, Garden",West,Individual,Sold
9627,Maharashtra,Mumbai,Powai,Apartment,2,809,130.9,16180.54,2021,Semi Furnished,16,30,3,7,6,5,3,CCTV,Clubhouse,,Individual,Available
9628,Gujarat,Ahmedabad,Bopal,Apartment,3,1180,52.42,4442.19,2005,Semi Furnished,,25,19,6,5,3,3,Gated Community,"Playground, Garden, Clubhouse, Gym, Library",North-East,Individual,Under Construction
9629,West Bengal,Kolkata,Alipore,Apartment,1,405,18.32,4523.24,2000,Semi Furnished,10,16,24,3,2,6,2,Security Guard,None,North-West,Agent,Available
9630,Gujarat,Ahmedabad,Motera,Apartment,2,878,38.01,4329.06,2003,Unfurnished,7,21,21,4,6,1,1,CCTV,Gym,East,Agent,Under Construction
9631,Gujarat,Ahmedabad,Prahlad Nagar,Apartment,2,869,30.49,3508.9,1992,Unfurnished,14,22,32,4,7,9,1,Gated Community,"Library, Playground",South,Agent,Available
9632,Gujarat,Ahmedabad,Thaltej,Apartment,2,773,43.52,5629.65,1997,Semi Furnished,17,28,27,0,4,2,0,CCTV,"Gym, Garden, Playground, Library",North-East,Individual,Available
9633,Uttar Pradesh,Lucknow,Aliganj,Villa,2,905,29.36,3243.66,2004,Unfurnished,24,30,20,5,1,8,1,CCTV,"Swimming Pool, Clubhouse, Playground",West,Individual,Sold
9634,Maharashtra,Pune,Hinjewadi,Villa,3,1165,71.85,6167.47,1998,Unfurnished,23,35,26,6,0,6,3,CCTV,"Garden, Library",South-West,Individual,Under Construction
9635,Maharashtra,Pune,Baner,Studio,3,1214,89.81,7397.78,2005,Semi Furnished,7,13,19,3,6,3,3,Gated Community,None,South-West,Individual,Available
9636,Karnataka,Bangalore,Indiranagar,Apartment,2,973,93.71,9630.73,2015,Fully Furnished,10,28,9,2,2,2,2,CCTV,None,South-West,Individual,Under Construction
9637,Kerala,Kochi,Kakkanad,Apartment,1,577,26.22,4543.58,2021,,0,13,3,7,5,9,0,Gated Community,None,East,Individual,Sold
9638,Tamil Nadu,Chennai,OMR,Apartment,2,957,55.18,5765.76,2007,Semi Furnished,15,25,17,1,3,2,1,None,Garden,South-East,Individual,Under Construction
9639,Rajasthan,Jaipur,C-Scheme,House,3,1046,20.7,1978.93,1997,Semi Furnished,11,20,27,0,5,4,3,Security Guard,"Library, Clubhouse, Swimming Pool, Gym, Playground, Garden",East,Builder,Available
9640,Maharashtra,Pune,Kothrud,Apartment,4,1663,165.28,9938.94,2021,Unfurnished,1,6,3,6,0,2,0,Gated Community,"Garden, Library, Playground, Gym, Swimming Pool",South-East,Agent,Under Construction
9641,Maharashtra,Nagpur,Sitabuldi,Apartment,5,2069,84.4,4079.44,1999,Fully Furnished,2,4,25,2,1,5,2,CCTV,"Swimming Pool, Clubhouse, Gym, Library, Garden",West,Agent,Available
9642,Delhi,Delhi,Saket,Apartment,3,1465,64.6,4409.68,2001,Fully Furnished,7,23,23,2,7,2,3,Gated Community,"Clubhouse, Playground, Gym",North,Individual,Available
9643,Uttar Pradesh,Noida,Sector 137,Villa,2,918,59.94,6529.06,2001,Unfurnished,19,29,23,5,1,1,2,Gated Community,"Gym, Library",West,Agent,Available
9644,Uttar Pradesh,Lucknow,Indiranagar,Studio,3,1105,31.54,2854.33,1999,Semi Furnished,0,3,25,2,6,3,2,CCTV,"Gym, Playground, Clubhouse, Swimming Pool, Library",North-East,Agent,Available
9645,Tamil Nadu,Chennai,Porur,Studio,2,742,32.25,4346.7,2023,Semi Furnished,28,36,1,8,6,4,1,Gated Community,"Gym, Clubhouse, Garden, Library",South-West,Builder,Sold
9646,Maharashtra,Nagpur,Dharampeth,Apartment,3,818,26.43,3231.04,2019,Semi Furnished,4,12,5,1,6,5,3,Security Guard,"Garden, Swimming Pool, Playground, Library, Clubhouse",South,Builder,Available
9647,Delhi,Delhi,Saket,Apartment,2,788,59.95,7607.83,2020,Fully Furnished,5,7,4,0,1,4,1,None,"Garden, Gym, Playground",South-West,Individual,Available
9648,Punjab,Chandigarh,Sector 17,House,2,744,49.94,6711.87,2014,Unfurnished,20,27,10,6,3,2,3,Gated Community,"Gym, Garden, Swimming Pool, Clubhouse, Library",South,Builder,Available
9649,Madhya Pradesh,Indore,Rau,Apartment,1,321,10.0,2464.95,2013,Semi Furnished,26,28,11,6,3,2,3,None,"Swimming Pool, Gym, Library, Garden, Clubhouse, Playground",South,Agent,Available
9650,Uttar Pradesh,Lucknow,Indiranagar,Apartment,2,683,27.14,3973.78,2022,Semi Furnished,1,11,2,8,1,2,3,Security Guard,"Gym, Library, Playground, Clubhouse, Garden, Swimming Pool",West,Builder,Under Construction
9651,Tamil Nadu,Chennai,Velachery,House,3,1430,75.64,5289.66,1998,Unfurnished,23,41,26,4,7,6,2,Security Guard,"Library, Clubhouse, Playground, Swimming Pool, Garden, Gym",West,Builder,Under Construction
9652,Punjab,Chandigarh,Mohali,Villa,3,796,39.19,4923.73,2014,Fully Furnished,29,34,10,2,2,3,2,Gated Community,"Library, Clubhouse, Garden, Playground",North-West,Individual,Under Construction
9653,Karnataka,Bangalore,Electronic City,Penthouse,3,1009,75.41,7474.01,2009,Fully Furnished,19,28,15,9,7,3,1,CCTV,"Garden, Library, Gym",North-West,Agent,Available
9654,Maharashtra,Pune,Hinjewadi,Villa,5,2358,179.63,7617.91,2006,Semi Furnished,23,24,18,1,7,6,1,Security Guard,"Swimming Pool, Gym, Library",South-East,Builder,Available
9655,Maharashtra,Nagpur,Sitabuldi,Apartment,1,547,20.4,3729.88,1995,Unfurnished,10,16,29,7,7,1,2,None,None,North-West,Agent,Available
9656,Haryana,Gurgaon,Sector 49,Apartment,3,1245,81.73,6564.78,2009,Fully Furnished,7,25,15,4,5,6,3,CCTV,"Library, Playground, Gym, Garden, Clubhouse",North-East,Individual,Sold
9657,Kerala,Kochi,Edapally,House,3,1199,99.68,8313.6,2015,Unfurnished,29,40,9,1,2,5,2,CCTV,"Clubhouse, Garden, Library, Gym, Swimming Pool, Playground",East,Individual,Available
9658,Tamil Nadu,Chennai,Velachery,Villa,3,1112,68.25,6137.82,2001,Fully Furnished,4,10,23,5,1,3,3,Security Guard,"Gym, Clubhouse, Library",South-West,Agent,Available
9659,Madhya Pradesh,Bhopal,Arera Colony,Villa,2,608,14.96,2460.25,1996,Unfurnished,1,9,28,7,2,9,0,Gated Community,"Library, Playground, Gym, Swimming Pool",West,Builder,Available
9660,Karnataka,Mysore,Vijayanagar,Penthouse,1,455,22.33,4908.77,2019,Semi Furnished,9,9,5,2,4,8,0,CCTV,Clubhouse,North,Builder,Under Construction
9661,Rajasthan,Jaipur,Vaishali Nagar,Villa,2,919,35.41,3853.6,2011,Fully Furnished,10,12,13,0,7,3,1,Security Guard,Gym,South-West,Agent,Available
9662,Rajasthan,Jaipur,Malviya Nagar,Apartment,5,1896,87.95,4638.71,2018,Semi Furnished,29,37,6,4,1,5,3,Gated Community,"Library, Gym, Clubhouse, Garden, Swimming Pool",South,Builder,Under Construction
9663,West Bengal,Kolkata,Rajarhat,Villa,4,1327,87.28,6577.45,2011,Fully Furnished,6,18,13,7,7,1,2,Gated Community,"Gym, Garden",North-East,Builder,Under Construction
9664,West Bengal,Kolkata,Salt Lake,Villa,2,899,28.76,3198.69,2013,Fully Furnished,1,1,11,4,0,5,1,Gated Community,"Garden, Swimming Pool, Clubhouse",West,Builder,Sold
9665,Kerala,Kochi,Kakkanad,Apartment,4,1716,120.1,6999.07,1992,Unfurnished,4,21,32,2,6,2,3,Security Guard,"Swimming Pool, Gym, Playground, Library",West,Builder,Under Construction
9666,Punjab,Chandigarh,Mohali,Apartment,1,524,26.12,4984.59,2013,Unfurnished,2,19,11,6,4,4,0,None,Playground,North-East,Builder,Available
9667,Madhya Pradesh,Bhopal,Hoshangabad Road,House,2,776,21.89,2820.25,2015,Semi Furnished,11,12,9,9,5,3,1,CCTV,"Garden, Gym, Clubhouse, Swimming Pool, Playground, Library",East,Individual,Sold
9668,Madhya Pradesh,Indore,Rau,Apartment,3,876,31.75,3624.11,1994,Unfurnished,2,14,30,6,7,9,3,CCTV,"Clubhouse, Gym, Swimming Pool",West,Agent,Under Construction
9669,Karnataka,Bangalore,Koramangala,House,2,616,40.02,6496.5,2002,Semi Furnished,0,7,22,4,4,5,1,None,"Library, Swimming Pool, Garden, Playground, Clubhouse",South-East,Individual,Under Construction
9670,Karnataka,Mysore,Nazarbad,Apartment,2,992,42.15,4248.83,2011,Fully Furnished,0,18,13,1,2,8,3,None,"Library, Clubhouse, Playground, Swimming Pool, Garden, Gym",East,Builder,Available
9671,Haryana,Gurgaon,Sector 56,Penthouse,4,1397,148.48,10628.35,2023,Unfurnished,28,47,1,9,4,1,1,CCTV,"Playground, Gym, Garden, Clubhouse",North,Builder,Available
9672,Maharashtra,Pune,Baner,Apartment,3,1304,70.58,5412.68,1992,Fully Furnished,3,20,32,7,3,6,3,Security Guard,Library,East,Builder,Under Construction
9673,Maharashtra,Mumbai,Bandra,Apartment,5,1846,284.1,15390.17,2021,Semi Furnished,8,22,3,6,2,7,1,CCTV,"Playground, Clubhouse",North-West,Individual,Under Construction
9674,Gujarat,Ahmedabad,Thaltej,Apartment,2,631,18.01,2853.56,2013,Semi Furnished,20,37,11,6,2,4,2,CCTV,"Library, Playground, Garden, Clubhouse, Swimming Pool",South-East,Agent,Available
9675,Tamil Nadu,Chennai,OMR,Apartment,2,1073,48.64,4532.68,1998,Semi Furnished,11,15,26,7,3,7,2,Gated Community,"Garden, Swimming Pool, Playground, Library",North-East,Agent,Available
9676,Uttar Pradesh,Noida,Sector 137,Apartment,2,1079,49.83,4617.74,1992,Unfurnished,,32,32,7,4,6,1,CCTV,Clubhouse,South,Agent,Sold
9677,Maharashtra,Mumbai,Powai,Apartment,4,1624,159.72,9835.01,2011,Fully Furnished,11,26,13,3,2,6,0,None,"Playground, Clubhouse, Swimming Pool, Library, Gym",North-West,Agent,Available
9678,Gujarat,Ahmedabad,Motera,Villa,2,727,34.88,4798.24,2013,Unfurnished,9,28,11,0,7,3,2,CCTV,"Gym, Swimming Pool, Clubhouse, Library, Garden, Playground",North-West,Builder,Available
9679,Maharashtra,Pune,Viman Nagar,Apartment,2,954,69.57,7292.97,1999,Semi Furnished,21,32,25,9,2,3,3,CCTV,"Swimming Pool, Library",East,Individual,Under Construction
9680,Tamil Nadu,Chennai,Adyar,Villa,2,563,46.04,8177.85,2009,Fully Furnished,5,18,15,,5,2,3,Security Guard,"Garden, Swimming Pool, Playground, Gym",South,Individual,Available
9681,Madhya Pradesh,Bhopal,MP Nagar,House,3,1381,50.42,3650.99,2001,Unfurnished,18,21,23,1,6,3,1,CCTV,"Library, Gym, Playground, Garden, Clubhouse, Swimming Pool",North-West,Agent,Available
9682,Maharashtra,Nagpur,Hingna,House,2,1103,35.17,3188.47,2001,Semi Furnished,10,25,23,5,0,7,2,CCTV,"Playground, Swimming Pool, Clubhouse, Gym",West,Builder,Under Construction
9683,Haryana,Gurgaon,Sector 56,Apartment,1,487,40.47,8309.24,2006,Unfurnished,12,17,18,7,6,2,3,Security Guard,"Gym, Clubhouse",South-West,Individual,Available
9684,Gujarat,Ahmedabad,Bopal,Villa,2,625,30.18,4829.05,1993,Fully Furnished,19,29,31,9,5,5,3,Security Guard,"Clubhouse, Gym, Playground, Library, Garden, Swimming Pool",South-East,Builder,Sold
9685,Uttar Pradesh,Noida,Sector 62,Apartment,2,1028,59.92,5829.06,1997,Unfurnished,6,10,27,9,6,4,1,Security Guard,"Playground, Clubhouse",South-East,Individual,Available
9686,Gujarat,Ahmedabad,Bopal,House,2,846,30.81,3642.24,1996,Fully Furnished,19,19,28,2,2,4,2,CCTV,"Clubhouse, Playground",South-West,Builder,Under Construction
9687,Maharashtra,Nagpur,Sadar,House,2,778,36.73,4721.34,2007,Unfurnished,17,22,17,5,7,7,2,Gated Community,Gym,North,Builder,Available
9688,Madhya Pradesh,Bhopal,Kolar Road,Apartment,4,1454,59.35,4081.7,2015,Unfurnished,3,20,9,8,7,1,3,None,"Gym, Playground, Garden, Library",North-West,Builder,Available
9689,Telangana,Hyderabad,Banjara Hills,Apartment,1,300,19.79,6595.13,2020,Semi Furnished,13,23,4,3,2,1,3,Gated Community,None,North,Builder,Under Construction
9690,Tamil Nadu,Chennai,OMR,Apartment,1,573,37.19,6490.16,1997,Semi Furnished,14,28,27,5,3,7,1,CCTV,"Swimming Pool, Gym, Library",North,Builder,Available
9691,Delhi,Delhi,Dwarka,Apartment,2,788,76.78,9744.07,2023,Semi Furnished,27,41,1,1,7,4,2,CCTV,"Swimming Pool, Clubhouse, Garden, Gym, Library, Playground",South,Agent,Sold
9692,Maharashtra,Mumbai,Dadar,Villa,5,1987,397.82,20021.02,2005,Unfurnished,3,9,19,5,7,1,3,Gated Community,"Library, Swimming Pool, Playground, Garden",North-East,Individual,Available
9693,Gujarat,Ahmedabad,Motera,Villa,1,418,18.92,4526.64,2009,Fully Furnished,25,40,15,0,6,2,2,Security Guard,"Garden, Clubhouse, Swimming Pool, Library, Gym",South-East,Individual,Available
9694,Karnataka,Mysore,Hebbal,Apartment,3,907,42.01,4632.21,1999,Semi Furnished,23,25,25,6,5,4,1,Gated Community,None,East,Builder,Available
9695,Rajasthan,Jaipur,Vaishali Nagar,Villa,4,1596,69.89,4378.95,1994,Fully Furnished,29,43,30,2,6,5,1,Security Guard,"Clubhouse, Swimming Pool, Gym, Playground, Library, Garden",East,Builder,Under Construction
9696,Punjab,Chandigarh,Mohali,Studio,2,799,42.56,5327.18,2000,Semi Furnished,14,23,24,2,2,7,1,Gated Community,Swimming Pool,West,Builder,Available
9697,West Bengal,Kolkata,New Town,Villa,2,1024,42.99,4198.24,2011,Semi Furnished,25,43,13,9,,2,1,CCTV,"Gym, Clubhouse, Library, Garden",South-West,Individual,Under Construction
9698,Uttar Pradesh,Noida,Sector 18,Apartment,3,1324,89.85,6786.38,2000,Unfurnished,25,25,24,5,2,4,0,CCTV,None,South-East,Agent,Available
9699,Karnataka,Mysore,Kuvempunagar,Villa,3,1017,41.45,4075.49,2007,Fully Furnished,7,10,17,4,4,5,3,None,Clubhouse,West,Individual,Under Construction
9700,Maharashtra,Pune,Baner,Apartment,3,1140,71.43,6265.52,2007,Fully Furnished,11,17,17,0,2,4,3,Gated Community,None,North,Builder,Available
9701,Gujarat,Ahmedabad,Motera,House,4,1756,90.7,5165.17,2020,Semi Furnished,27,35,4,0,7,7,2,Security Guard,"Swimming Pool, Gym, Library, Clubhouse, Garden, Playground",North-East,Builder,Under Construction
9702,Maharashtra,Pune,Hinjewadi,Apartment,2,604,40.06,6632.24,2009,Semi Furnished,2,8,15,1,1,2,1,CCTV,"Gym, Playground, Library, Clubhouse",West,Individual,Available
9703,Kerala,Kochi,Aluva,Apartment,3,1454,87.12,5991.78,2012,Unfurnished,19,21,12,2,6,6,1,Gated Community,Library,West,Individual,Under Construction
9704,Maharashtra,Nagpur,Sadar,Villa,2,793,34.36,4333.23,1999,Semi Furnished,22,23,25,3,1,3,0,Gated Community,"Gym, Playground",South,Individual,Under Construction
9705,Tamil Nadu,Chennai,Velachery,Apartment,3,1280,97.69,7631.88,2006,Semi Furnished,,31,18,9,0,4,2,Security Guard,Clubhouse,West,Builder,Sold
9706,Uttar Pradesh,Noida,Sector 62,House,3,1133,56.96,5027.59,1997,Semi Furnished,15,18,27,5,1,8,0,Gated Community,"Swimming Pool, Garden, Playground, Library",North,Builder,Available
9707,Haryana,Gurgaon,DLF Phase,Apartment,2,731,62.57,8559.31,2020,Fully Furnished,1,11,4,9,6,6,3,None,"Playground, Garden, Clubhouse",North-West,Agent,Available
