State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Infra_Score,Floor_Ratio,Amenity_Score,BHK_Category,Is_Ready,School_Density,Hospital_Density,Security_Score,Luxury_Score,Growth_Rate,Future_Price_5Y,ROI,Good_Investment
Madhya Pradesh,Bhopal,Arera Colony,Villa,3,1058,38.29,3619.0926275992438,2021,Semi Furnished,14.0,31,3,7.0,1.0,2,2,Security Guard,Clubhouse,North-East,Individual,Under Construction,10.0,0.45161290322580644,1,3BHK,0,0.7777776913580343,0.1428571224489825,1,4,0.07,53.70370576850301,40.25517307000004,0
Maharashtra,Pune,Hinjewadi,Penthouse,1,373,19.36,5190.348525469169,1994,Unfurnished,3.0,11,30,1.0,6.0,2,3,CCTV,"Clubhouse, Garden",East,Individual,Under Construction,9.0,0.2727272727272727,2,Studio/1BHK,0,0.11111109876543349,0.857142734693895,2,7,0.08,28.44619156684801,46.93280768000006,0
Rajasthan,Jaipur,Jagatpura,Villa,2,1045,36.75,3516.7464114832537,2004,Semi Furnished,14.0,25,20,1.0,1.0,1,2,CCTV,Clubhouse,North-West,Agent,Available,3.0,0.56,1,2BHK,1,0.11111109876543349,0.1428571224489825,2,5,0.07,51.543776103225014,40.25517307000004,0
Uttar Pradesh,Lucknow,Gomti Nagar,Studio,2,780,35.31,4526.923076923077,2017,Fully Furnished,25.0,41,7,5.0,6.0,9,1,CCTV,"Swimming Pool, Garden, Playground, Library, Gym",North,Individual,Available,20.0,0.6097560975609756,5,2BHK,1,0.5555554938271674,0.857142734693895,2,8,0.07,49.52410161101702,40.25517307000004,1
West Bengal,Kolkata,Alipore,Apartment,2,841,32.75,3894.1736028537457,2007,Fully Furnished,10.0,17,17,2.0,7.0,6,1,Security Guard,"Garden, Gym, Clubhouse, Playground, Swimming Pool, Library",North,Individual,Sold,15.0,0.5882352941176471,6,2BHK,0,0.22222219753086697,0.9999998571428775,1,8,0.07,45.93356918042501,40.25517307000003,0
Tamil Nadu,Chennai,Anna Nagar,Apartment,2,620,49.43,7972.580645161291,2000,Semi Furnished,16.0,34,24,9.0,2.0,7,2,Gated Community,"Clubhouse, Swimming Pool, Gym, Playground",North-East,Builder,Sold,18.0,0.47058823529411764,4,2BHK,0,0.9999998888889013,0.285714244897965,3,9,0.08,72.62888683622403,46.93280768000005,0
Maharashtra,Nagpur,Hingna,Apartment,2,961,28.34,2949.0114464099897,1999,Fully Furnished,8.0,12,25,9.0,2.0,6,0,Security Guard,"Library, Swimming Pool, Garden",North-West,Builder,Available,17.0,0.6666666666666666,3,2BHK,1,0.9999998888889013,0.285714244897965,1,4,0.07,39.74831604803801,40.25517307000005,1
Madhya Pradesh,Bhopal,Arera Colony,Villa,3,1330,28.23,2122.5563909774437,1993,Unfurnished,22.0,28,31,9.0,7.0,4,0,CCTV,"Gym, Swimming Pool",North-West,Builder,Available,20.0,0.7857142857142857,2,3BHK,1,0.9999998888889013,0.9999998571428775,2,4,0.07,39.594035357661014,40.25517307000005,1
Punjab,Chandigarh,Sector 34,Apartment,3,1129,81.21,7193.091231178033,2009,Fully Furnished,12.0,23,15,9.0,4.0,2,3,Security Guard,"Garden, Playground, Gym, Swimming Pool, Library, Clubhouse",North,Individual,Under Construction,15.0,0.5217391304347826,6,3BHK,0,0.9999998888889013,0.57142848979593,1,10,0.07,113.90122605014702,40.25517307000003,0
Telangana,Hyderabad,Banjara Hills,House,4,1496,107.82,7207.219251336898,1994,Semi Furnished,2.0,16,30,3.0,1.0,5,0,CCTV,"Playground, Library, Garden, Clubhouse, Gym, Swimming Pool",North,Builder,Under Construction,9.0,0.125,6,4+BHK,0,0.33333329629630043,0.1428571224489825,2,8,0.08,158.42295324057605,46.93280768000005,0
Tamil Nadu,Chennai,Anna Nagar,Apartment,2,943,53.16,5637.327677624602,1990,Semi Furnished,1.0,11,34,2.0,2.0,3,1,CCTV,"Swimming Pool, Library, Garden, Clubhouse",North-East,Agent,Sold,7.0,0.09090909090909091,4,2BHK,0,0.22222219753086697,0.285714244897965,2,7,0.08,78.10948056268802,46.932807680000046,0
Uttar Pradesh,Noida,Sector 62,Apartment,1,366,20.02,5469.945355191257,2002,Semi Furnished,2.0,9,22,3.0,1.0,1,3,CCTV,"Swimming Pool, Gym, Library, Playground, Garden",South,Builder,Under Construction,5.0,0.2222222222222222,5,Studio/1BHK,0,0.33333329629630043,0.1428571224489825,2,10,0.08,29.41594809753601,46.932807680000046,0
Rajasthan,Jaipur,Malviya Nagar,Apartment,3,1100,34.85,3168.181818181818,2011,Fully Furnished,15.0,32,13,1.0,6.0,2,1,CCTV,"Playground, Clubhouse, Swimming Pool, Library, Garden",East,Individual,Sold,9.0,0.46875,5,3BHK,0,0.11111109876543349,0.857142734693895,2,8,0.07,48.878927814895015,40.25517307000004,0
Madhya Pradesh,Indore,Vijay Nagar,Villa,1,345,10.39,3011.5942028985505,2002,Semi Furnished,13.0,26,22,8.0,0.0,8,2,Gated Community,"Library, Clubhouse, Playground",West,Individual,Under Construction,16.0,0.5,3,Studio/1BHK,0,0.8888887901234679,0.0,3,8,0.07,14.572512481973005,40.25517307000005,0
Karnataka,Mysore,Nazarbad,Apartment,3,1235,65.03,5265.587044534413,2004,Unfurnished,3.0,15,20,2.0,7.0,7,1,CCTV,Garden,North,Agent,Available,16.0,0.2,1,3BHK,1,0.22222219753086697,0.9999998571428775,2,4,0.07,91.20793904742102,40.25517307000003,1
Delhi,Delhi,Pitampura,Apartment,3,1309,104.34,7970.970206264324,1998,Unfurnished,2.0,10,26,6.0,1.0,7,2,Security Guard,Clubhouse,North-East,Agent,Available,14.0,0.2,1,3BHK,1,0.6666665925926009,0.1428571224489825,1,4,0.1,168.04061340000007,61.051000000000066,1
Madhya Pradesh,Bhopal,MP Nagar,Apartment,3,1248,37.31,2989.5833333333335,1992,Unfurnished,15.0,34,32,8.0,4.0,9,0,CCTV,"Playground, Library",West,Builder,Available,21.0,0.4411764705882353,2,3BHK,1,0.8888887901234679,0.57142848979593,2,4,0.07,52.32920507241702,40.25517307000004,1
West Bengal,Kolkata,New Town,Villa,2,840,50.7,6035.714285714285,1991,Fully Furnished,17.0,25,33,8.0,6.0,2,2,CCTV,Clubhouse,North-West,Agent,Available,16.0,0.68,1,2BHK,1,0.8888887901234679,0.857142734693895,2,5,0.07,71.10937274649002,40.25517307000004,0
Kerala,Kochi,Edapally,House,2,763,41.56,5446.92005242464,2001,Unfurnished,27.0,28,23,5.0,0.0,2,1,CCTV,"Clubhouse, Playground, Gym, Garden",East,Builder,Under Construction,7.0,0.9642857142857143,4,2BHK,0,0.5555554938271674,0.0,2,7,0.07,58.29004992789202,40.25517307000005,0
Telangana,Hyderabad,Kukatpally,House,2,821,52.39,6381.2423873325215,2013,Semi Furnished,5.0,11,11,0.0,0.0,6,0,Security Guard,"Garden, Clubhouse, Swimming Pool, Gym, Playground",North,Agent,Under Construction,6.0,0.45454545454545453,5,2BHK,0,0.0,0.0,1,6,0.08,76.97809794355203,46.93280768000005,0
Maharashtra,Pune,Hinjewadi,Apartment,1,341,15.33,4495.601173020528,2007,Fully Furnished,15.0,16,17,9.0,5.0,2,3,Security Guard,"Swimming Pool, Playground, Clubhouse",South-East,Builder,Under Construction,16.0,0.9375,3,Studio/1BHK,0,0.9999998888889013,0.7142856122449125,1,7,0.08,22.52479941734401,46.93280768000007,1
Karnataka,Mysore,Saraswathipuram,Penthouse,1,359,14.03,3908.0779944289693,2014,Semi Furnished,19.0,32,10,1.0,3.0,8,1,CCTV,"Clubhouse, Swimming Pool, Garden, Gym, Playground",North-East,Agent,Under Construction,12.0,0.59375,5,Studio/1BHK,0,0.11111109876543349,0.4285713673469475,2,8,0.07,19.677800781721004,40.25517307000003,0
Karnataka,Bangalore,HSR Layout,Apartment,2,806,40.82,5064.5161290322585,1990,Fully Furnished,1.0,8,34,4.0,7.0,6,3,Gated Community,Library,North-West,Builder,Under Construction,17.0,0.125,1,2BHK,0,0.44444439506173394,0.9999998571428775,3,7,0.1,65.74101820000003,61.051000000000066,1
Karnataka,Bangalore,Electronic City,Apartment,3,1144,75.66,6613.636363636364,1997,Semi Furnished,28.0,44,27,9.0,6.0,6,3,CCTV,Swimming Pool,South,Builder,Available,21.0,0.6363636363636364,1,3BHK,1,0.9999998888889013,0.857142734693895,2,6,0.1,121.85118660000003,61.05100000000006,1
Maharashtra,Nagpur,Sadar,Apartment,2,698,32.32,4630.372492836676,1996,Semi Furnished,0.0,9,28,1.0,0.0,5,1,Gated Community,"Library, Gym",North-East,Individual,Sold,6.0,0.0,2,2BHK,0,0.11111109876543349,0.0,3,6,0.07,45.330471936224015,40.25517307000005,0
Telangana,Hyderabad,Banjara Hills,Apartment,1,300,17.9,5966.666666666666,2005,Fully Furnished,12.0,13,19,5.0,5.0,7,3,CCTV,Clubhouse,South-West,Individual,Available,17.0,0.9230769230769231,1,Studio/1BHK,1,0.5555554938271674,0.7142856122449125,2,6,0.08,26.300972574720006,46.932807680000046,0
Gujarat,Ahmedabad,Thaltej,House,2,1112,42.74,3843.5251798561153,2006,Fully Furnished,27.0,45,18,6.0,5.0,6,3,Gated Community,"Playground, Library, Gym",North-East,Individual,Available,17.0,0.6,3,2BHK,1,0.6666665925926009,0.7142856122449125,3,9,0.08,62.79908200243202,46.932807680000046,1
Tamil Nadu,Chennai,Adyar,House,2,1129,64.41,5705.048715677591,2019,Semi Furnished,17.0,32,5,9.0,5.0,9,1,CCTV,"Clubhouse, Gym, Garden, Playground, Library",South-East,Agent,Under Construction,23.0,0.53125,5,2BHK,0,0.9999998888889013,0.7142856122449125,2,8,0.08,94.63942142668803,46.93280768000005,0
Maharashtra,Pune,Kothrud,House,1,494,28.24,5716.599190283401,2007,Unfurnished,20.0,20,17,9.0,3.0,6,0,CCTV,"Gym, Library",North-East,Agent,Under Construction,18.0,1.0,2,Studio/1BHK,0,0.9999998888889013,0.4285713673469475,2,4,0.08,41.493824888832016,46.93280768000007,0
West Bengal,Kolkata,Rajarhat,Apartment,2,644,19.19,2979.8136645962736,2001,Fully Furnished,4.0,9,23,9.0,7.0,1,0,Gated Community,"Clubhouse, Playground, Library",North-East,Agent,Sold,17.0,0.4444444444444444,3,2BHK,0,0.9999998888889013,0.9999998571428775,3,6,0.07,26.91496771213301,40.25517307000004,0
Tamil Nadu,Chennai,Anna Nagar,Villa,2,1210,70.95,5863.636363636364,2017,Fully Furnished,23.0,39,7,5.0,4.0,4,0,Security Guard,Clubhouse,North,Individual,Available,13.0,0.5897435897435898,1,2BHK,1,0.5555554938271674,0.57142848979593,1,2,0.08,104.24882704896004,46.932807680000046,0
Delhi,Delhi,Vasant Kunj,Apartment,2,589,36.02,6115.449915110357,2000,Semi Furnished,0.0,12,24,0.0,6.0,7,3,CCTV,"Garden, Clubhouse, Playground, Library, Gym",South-West,Builder,Available,13.0,0.0,5,2BHK,1,0.0,0.857142734693895,2,10,0.1,58.010570200000025,61.05100000000006,1
Madhya Pradesh,Indore,Rau,Apartment,3,1258,50.84,4041.335453100159,1995,Fully Furnished,15.0,26,29,0.0,2.0,3,2,Gated Community,Library,North-East,Individual,Under Construction,5.0,0.5769230769230769,1,3BHK,0,0.0,0.285714244897965,3,6,0.07,71.30572998878803,40.25517307000005,0
Maharashtra,Pune,Hinjewadi,Villa,4,1343,70.99,5285.927029039463,2015,Fully Furnished,28.0,46,9,1.0,1.0,6,2,Gated Community,Clubhouse,North-East,Agent,Under Construction,8.0,0.6086956521739131,1,4+BHK,0,0.11111109876543349,0.1428571224489825,3,6,0.08,104.30760017203202,46.932807680000046,0
Maharashtra,Pune,Hinjewadi,Apartment,2,474,35.59,7508.438818565402,2005,Semi Furnished,26.0,26,19,8.0,1.0,4,1,CCTV,"Garden, Clubhouse, Library, Swimming Pool, Gym, Playground",South,Builder,Available,13.0,1.0,6,2BHK,1,0.8888887901234679,0.1428571224489825,2,9,0.08,52.29338625331202,46.932807680000046,0
Tamil Nadu,Chennai,OMR,Villa,2,834,47.5,5695.443645083933,1998,Semi Furnished,13.0,31,26,0.0,1.0,5,1,CCTV,Clubhouse,South-East,Individual,Under Construction,6.0,0.41935483870967744,1,2BHK,0,0.0,0.1428571224489825,2,4,0.08,69.79308364800002,46.932807680000046,0
Kerala,Kochi,Marine Drive,Villa,3,1253,57.87,4618.515562649641,2007,Unfurnished,23.0,29,17,8.0,0.0,8,0,CCTV,"Garden, Gym, Library",East,Individual,Available,16.0,0.7931034482758621,3,3BHK,1,0.8888887901234679,0.0,2,5,0.07,81.16566865560902,40.25517307000005,1
Gujarat,Ahmedabad,Motera,House,3,1217,46.16,3792.9334428923585,2022,Semi Furnished,14.0,20,2,5.0,5.0,6,3,Security Guard,Clubhouse,South-West,Builder,Available,16.0,0.7,1,3BHK,1,0.5555554938271674,0.7142856122449125,1,5,0.08,67.82418402508802,46.932807680000046,1
Uttar Pradesh,Noida,Sector 78,House,1,392,19.68,5020.408163265306,1998,Semi Furnished,23.0,30,26,9.0,7.0,3,0,Security Guard,"Clubhouse, Gym",West,Builder,Under Construction,19.0,0.7666666666666667,2,Studio/1BHK,0,0.9999998888889013,0.9999998571428775,1,3,0.08,28.916376551424012,46.93280768000006,1
Kerala,Kochi,Aluva,Penthouse,2,921,47.85,5195.43973941368,1998,Semi Furnished,15.0,23,26,2.0,5.0,1,3,CCTV,"Gym, Clubhouse, Library, Swimming Pool, Playground",North,Agent,Available,8.0,0.6521739130434783,5,2BHK,1,0.22222219753086697,0.7142856122449125,2,10,0.07,67.11210031399501,40.255173070000026,0
Madhya Pradesh,Indore,AB Road,House,3,1082,43.6,4029.5748613678375,1994,Unfurnished,28.0,33,30,8.0,4.0,9,0,CCTV,Clubhouse,North,Builder,Under Construction,21.0,0.8484848484848485,1,3BHK,0,0.8888887901234679,0.57142848979593,2,3,0.07,61.15125545852002,40.25517307000004,1
Rajasthan,Jaipur,Mansarovar,House,4,1794,84.45,4707.357859531772,2012,Semi Furnished,8.0,16,12,9.0,3.0,6,1,Security Guard,"Gym, Garden, Clubhouse, Swimming Pool, Library, Playground",South-West,Builder,Under Construction,18.0,0.5,6,4+BHK,0,0.9999998888889013,0.4285713673469475,1,8,0.07,118.44549365761503,40.25517307000003,1
Punjab,Chandigarh,Sector 22,Villa,1,607,34.23,5639.209225700164,2023,Semi Furnished,3.0,13,1,1.0,2.0,9,0,CCTV,"Garden, Swimming Pool, Gym, Clubhouse, Playground, Library",West,Builder,Under Construction,12.0,0.23076923076923078,6,Studio/1BHK,0,0.11111109876543349,0.285714244897965,2,8,0.07,48.00934574186101,40.25517307000005,0
Gujarat,Ahmedabad,Bopal,Apartment,3,1161,77.14,6644.2721791559,2011,Unfurnished,10.0,10,13,4.0,3.0,3,1,Gated Community,"Library, Swimming Pool, Playground, Gym",North-West,Individual,Under Construction,10.0,1.0,4,3BHK,0,0.44444439506173394,0.4285713673469475,3,8,0.08,113.34396784435204,46.932807680000046,0
Uttar Pradesh,Noida,Sector 62,House,2,856,45.02,5259.345794392523,1994,Fully Furnished,18.0,18,30,7.0,3.0,5,3,CCTV,"Garden, Gym, Playground, Clubhouse, Library",East,Individual,Available,15.0,1.0,5,2BHK,1,0.7777776913580343,0.4285713673469475,2,10,0.08,66.14915001753603,46.93280768000005,1
Tamil Nadu,Chennai,Adyar,House,1,300,15.66,5220.0,1990,Fully Furnished,15.0,27,34,9.0,6.0,5,3,CCTV,Clubhouse,West,Builder,Available,20.0,0.5555555555555556,1,Studio/1BHK,1,0.9999998888889013,0.857142734693895,2,6,0.08,23.009677682688007,46.932807680000046,0
Uttar Pradesh,Lucknow,Mahanagar,Villa,3,1166,46.65,4000.8576329331045,2015,Semi Furnished,15.0,18,9,5.0,1.0,5,3,CCTV,"Gym, Library",East,Builder,Under Construction,11.0,0.8333333333333334,2,3BHK,0,0.5555554938271674,0.1428571224489825,2,7,0.07,65.42903823715501,40.25517307000003,0
Karnataka,Mysore,Kuvempunagar,House,2,910,32.8,3604.395604395604,2007,Semi Furnished,11.0,15,17,7.0,0.0,9,0,Gated Community,"Library, Clubhouse, Swimming Pool, Gym, Playground",North-East,Individual,Available,16.0,0.7333333333333333,5,2BHK,1,0.7777776913580343,0.0,3,8,0.07,46.00369676696001,40.25517307000005,1
Madhya Pradesh,Indore,Vijay Nagar,Apartment,3,1272,36.73,2887.5786163522007,2015,Fully Furnished,20.0,35,9,5.0,6.0,2,3,Security Guard,"Playground, Swimming Pool, Gym, Garden",South-West,Individual,Available,13.0,0.5714285714285714,4,3BHK,1,0.5555554938271674,0.857142734693895,1,8,0.07,51.51572506861101,40.25517307000005,1
Punjab,Chandigarh,Sector 34,Apartment,3,940,44.69,4754.255319148936,2004,Fully Furnished,26.0,41,20,3.0,0.0,6,2,Gated Community,"Clubhouse, Playground, Garden, Library",North,Agent,Under Construction,9.0,0.6341463414634146,4,3BHK,0,0.33333329629630043,0.0,3,9,0.07,62.680036844983015,40.25517307000004,0
Delhi,Delhi,Pitampura,Villa,4,1429,137.84,9645.90622813156,1991,Unfurnished,1.0,15,33,7.0,7.0,8,0,Gated Community,"Playground, Garden, Library, Gym, Clubhouse",North-East,Individual,Available,22.0,0.06666666666666667,5,4+BHK,1,0.7777776913580343,0.9999998571428775,3,8,0.1,221.99269840000008,61.05100000000006,1
West Bengal,Kolkata,Behala,Apartment,2,711,37.04,5209.563994374121,2004,Fully Furnished,10.0,12,20,8.0,7.0,4,1,CCTV,"Garden, Library, Clubhouse, Swimming Pool, Playground",South-East,Builder,Available,19.0,0.8333333333333334,5,2BHK,1,0.8888887901234679,0.9999998571428775,2,8,0.07,51.95051610512801,40.255173070000026,0
West Bengal,Kolkata,Rajarhat,Apartment,1,432,27.33,6326.388888888889,2000,Unfurnished,18.0,24,24,4.0,7.0,1,2,CCTV,"Clubhouse, Garden",South,Individual,Available,12.0,0.75,2,Studio/1BHK,1,0.44444439506173394,0.9999998571428775,2,6,0.07,38.33173880003101,40.25517307000005,0
Madhya Pradesh,Indore,Palasia,Apartment,2,662,16.85,2545.317220543807,2009,Semi Furnished,7.0,17,15,2.0,4.0,5,1,Gated Community,"Swimming Pool, Library, Clubhouse, Playground, Gym",North,Builder,Available,11.0,0.4117647058823529,5,2BHK,1,0.22222219753086697,0.57142848979593,3,9,0.07,23.63299666229501,40.25517307000005,0
Madhya Pradesh,Indore,Vijay Nagar,Apartment,2,587,22.12,3768.313458262351,2006,Fully Furnished,10.0,26,18,0.0,6.0,5,0,CCTV,"Library, Swimming Pool",South-West,Agent,Under Construction,11.0,0.38461538461538464,2,2BHK,0,0.0,0.857142734693895,2,4,0.07,31.02444428308401,40.25517307000003,0
Tamil Nadu,Chennai,Anna Nagar,House,3,805,46.95,5832.298136645963,1994,Semi Furnished,26.0,44,30,1.0,6.0,4,0,Gated Community,"Gym, Playground, Clubhouse, Garden",East,Builder,Available,11.0,0.5909090909090909,4,3BHK,1,0.11111109876543349,0.857142734693895,3,7,0.08,68.98495320576004,46.93280768000007,1
Maharashtra,Pune,Wakad,Apartment,2,1112,86.84,7809.3525179856115,2022,Fully Furnished,15.0,19,2,0.0,7.0,2,1,Gated Community,"Swimming Pool, Gym, Clubhouse, Library, Garden, Playground",South-West,Builder,Available,9.0,0.7894736842105263,6,2BHK,1,0.0,0.9999998571428775,3,10,0.08,127.59645018931205,46.93280768000005,0
Telangana,Hyderabad,Kukatpally,Apartment,3,1230,61.51,5000.8130081300815,2014,Fully Furnished,22.0,25,10,9.0,4.0,7,1,Gated Community,"Playground, Gym",North,Individual,Under Construction,20.0,0.88,2,3BHK,0,0.9999998888889013,0.57142848979593,3,6,0.08,90.37837000396803,46.93280768000005,1
Uttar Pradesh,Lucknow,Indiranagar,Apartment,3,983,41.58,4229.908443540183,1996,Semi Furnished,19.0,36,28,8.0,1.0,7,2,CCTV,Playground,West,Builder,Under Construction,16.0,0.5277777777777778,1,3BHK,0,0.8888887901234679,0.1428571224489825,2,5,0.07,58.318100962506016,40.25517307000005,1
Tamil Nadu,Chennai,Velachery,Apartment,2,954,49.6,5199.16142557652,2023,Semi Furnished,8.0,15,1,6.0,6.0,3,2,CCTV,"Garden, Playground",West,Builder,Available,15.0,0.5333333333333333,2,2BHK,1,0.6666665925926009,0.857142734693895,2,6,0.08,72.87867260928003,46.93280768000006,1
Karnataka,Bangalore,Whitefield,Apartment,3,1424,132.97,9337.780898876405,2004,Unfurnished,10.0,15,20,9.0,5.0,6,2,CCTV,"Gym, Clubhouse, Swimming Pool, Library",North-West,Individual,Available,20.0,0.6666666666666666,4,3BHK,1,0.9999998888889013,0.7142856122449125,2,8,0.1,214.14951470000008,61.051000000000066,1
Delhi,Delhi,Saket,Apartment,2,832,69.62,8367.788461538461,2002,Semi Furnished,12.0,24,22,1.0,3.0,2,1,Security Guard,"Playground, Library, Gym, Clubhouse",South-West,Individual,Under Construction,6.0,0.5,4,2BHK,0,0.11111109876543349,0.4285713673469475,1,6,0.1,112.12370620000004,61.05100000000006,0
Uttar Pradesh,Lucknow,Mahanagar,Studio,3,1293,55.46,4289.249806651199,2021,Semi Furnished,16.0,17,3,2.0,7.0,1,1,CCTV,"Gym, Clubhouse, Swimming Pool, Library",North,Individual,Under Construction,10.0,0.9411764705882353,4,3BHK,0,0.22222219753086697,0.9999998571428775,2,7,0.07,77.78551898462202,40.255173070000026,0
Karnataka,Bangalore,HSR Layout,Apartment,3,1396,118.59,8494.985673352436,2003,Fully Furnished,10.0,24,21,2.0,7.0,9,1,CCTV,"Library, Playground",North,Builder,Under Construction,18.0,0.4166666666666667,2,3BHK,0,0.22222219753086697,0.9999998571428775,2,5,0.1,190.99038090000008,61.05100000000006,1
Punjab,Chandigarh,Mohali,Villa,1,490,19.27,3932.6530612244896,2009,Semi Furnished,10.0,20,15,0.0,6.0,1,1,CCTV,Gym,West,Agent,Available,7.0,0.5,1,Studio/1BHK,1,0.0,0.857142734693895,2,4,0.07,27.027171850589006,40.25517307000004,0
Kerala,Kochi,Marine Drive,House,3,1294,47.66,3683.1530139103556,2005,Semi Furnished,22.0,27,19,2.0,5.0,5,1,CCTV,Library,South-West,Individual,Available,12.0,0.8148148148148148,1,3BHK,1,0.22222219753086697,0.7142856122449125,2,4,0.07,66.84561548516201,40.25517307000004,1
Madhya Pradesh,Bhopal,Kolar Road,Apartment,1,300,10.0,3333.3333333333335,2008,Semi Furnished,17.0,34,16,2.0,1.0,9,0,Security Guard,"Swimming Pool, Library, Clubhouse, Garden, Playground",East,Agent,Sold,12.0,0.5,5,Studio/1BHK,0,0.22222219753086697,0.1428571224489825,1,6,0.07,14.025517307000005,40.25517307000005,0
Madhya Pradesh,Bhopal,MP Nagar,Apartment,3,1329,55.79,4197.893152746426,2011,Fully Furnished,11.0,14,13,2.0,0.0,8,0,Gated Community,"Library, Playground, Gym",South-West,Individual,Sold,10.0,0.7857142857142857,3,3BHK,0,0.22222219753086697,0.0,3,6,0.07,78.24836105575302,40.25517307000005,0
Delhi,Delhi,Saket,Apartment,2,766,64.14,8373.3681462141,1999,Semi Furnished,8.0,13,25,4.0,6.0,4,2,Gated Community,"Clubhouse, Garden",South-East,Agent,Sold,14.0,0.6153846153846154,2,2BHK,0,0.44444439506173394,0.857142734693895,3,7,0.1,103.29811140000004,61.05100000000006,0
West Bengal,Kolkata,Rajarhat,Apartment,3,1131,71.13,6289.1246684350135,1997,Semi Furnished,26.0,38,27,2.0,5.0,8,3,CCTV,"Library, Garden, Playground, Swimming Pool",North-West,Builder,Under Construction,15.0,0.6842105263157895,4,3BHK,0,0.22222219753086697,0.7142856122449125,2,9,0.07,99.76350460469102,40.25517307000004,0
Kerala,Kochi,Kakkanad,Apartment,4,1745,90.07,5161.604584527221,2018,Unfurnished,24.0,39,6,9.0,0.0,5,3,Gated Community,"Library, Garden",North-East,Builder,Available,14.0,0.6153846153846154,2,4+BHK,1,0.9999998888889013,0.0,3,8,0.07,126.32783438414903,40.25517307000005,1
Uttar Pradesh,Noida,Sector 62,House,3,1056,63.94,6054.924242424242,2003,Fully Furnished,22.0,40,21,2.0,1.0,8,0,Gated Community,"Library, Clubhouse, Gym, Swimming Pool",North-East,Builder,Under Construction,11.0,0.55,4,3BHK,0,0.22222219753086697,0.1428571224489825,3,7,0.08,93.94883723059203,46.93280768000006,0
West Bengal,Kolkata,Behala,Apartment,2,794,61.91,7797.229219143577,2000,Fully Furnished,22.0,38,24,0.0,7.0,2,1,CCTV,"Library, Swimming Pool",North-West,Builder,Under Construction,9.0,0.5789473684210527,2,2BHK,0,0.0,0.9999998571428775,2,5,0.07,86.83197764763702,40.25517307000004,0
Haryana,Gurgaon,Sector 49,Apartment,1,408,28.09,6884.803921568628,2019,Unfurnished,19.0,35,5,8.0,2.0,8,0,CCTV,"Clubhouse, Garden, Playground, Gym",South,Individual,Under Construction,18.0,0.5428571428571428,4,Studio/1BHK,0,0.8888887901234679,0.285714244897965,2,6,0.1,45.239225900000015,61.05100000000006,0
Tamil Nadu,Chennai,OMR,Apartment,2,903,58.12,6436.323366555925,2022,Unfurnished,6.0,17,2,0.0,0.0,7,1,CCTV,Clubhouse,North-West,Individual,Available,7.0,0.35294117647058826,1,2BHK,1,0.0,0.0,2,4,0.08,85.39734782361603,46.93280768000006,0
Telangana,Hyderabad,Banjara Hills,Penthouse,3,1251,79.64,6366.107114308553,2023,Unfurnished,15.0,27,1,6.0,4.0,6,0,CCTV,"Gym, Garden, Library, Swimming Pool, Clubhouse, Playground",North,Builder,Sold,16.0,0.5555555555555556,6,3BHK,0,0.6666665925926009,0.57142848979593,2,8,0.08,117.01728803635204,46.932807680000046,0
Karnataka,Bangalore,HSR Layout,Villa,3,1251,107.66,8605.915267785771,1994,Semi Furnished,9.0,17,30,6.0,2.0,8,2,Security Guard,"Library, Swimming Pool, Playground, Gym, Garden, Clubhouse",North-East,Builder,Available,16.0,0.5294117647058824,6,3BHK,1,0.6666665925926009,0.285714244897965,1,9,0.1,173.38750660000005,61.05100000000006,1
Punjab,Chandigarh,Sector 17,Apartment,2,739,38.85,5257.104194857916,1994,Fully Furnished,24.0,37,30,7.0,1.0,7,3,CCTV,"Playground, Garden",East,Individual,Available,15.0,0.6486486486486487,2,2BHK,1,0.7777776913580343,0.1428571224489825,2,7,0.07,54.48913473769502,40.25517307000004,0
Rajasthan,Jaipur,Jagatpura,Apartment,4,1543,47.56,3082.307193778354,2006,Unfurnished,24.0,41,18,6.0,2.0,5,3,CCTV,"Gym, Swimming Pool, Playground, Clubhouse",North-West,Individual,Available,13.0,0.5853658536585366,4,4+BHK,1,0.6666665925926009,0.285714244897965,2,9,0.07,66.70536031209203,40.25517307000005,1
Maharashtra,Pune,Hinjewadi,Apartment,2,851,59.97,7047.003525264395,2008,Unfurnished,9.0,15,16,9.0,4.0,5,1,CCTV,Clubhouse,North,Individual,Under Construction,18.0,0.6,1,2BHK,0,0.9999998888889013,0.57142848979593,2,4,0.08,88.11560476569603,46.93280768000006,0
Maharashtra,Pune,Viman Nagar,House,3,1124,83.37,7417.259786476869,2015,Unfurnished,27.0,41,9,5.0,5.0,7,1,Gated Community,"Clubhouse, Library, Swimming Pool, Garden, Gym, Playground",West,Builder,Available,17.0,0.6585365853658537,6,3BHK,1,0.5555554938271674,0.7142856122449125,3,10,0.08,122.49788176281605,46.932807680000046,1
Kerala,Kochi,Edapally,Villa,3,1075,81.64,7594.418604651163,1991,Semi Furnished,14.0,14,33,7.0,6.0,8,0,Gated Community,Gym,South,Builder,Available,21.0,1.0,1,3BHK,1,0.7777776913580343,0.857142734693895,3,4,0.07,114.50432329434803,40.25517307000003,1
